SEÇÃO XVIII
INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA,
DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E
APARELHOS MÉDICO-CIRÚRGICOS; APARELHOS DE RELOJOARIA;
INSTRUMENTOS MUSICAIS; SUAS PARTES E ACESSÓRIOS
Capítulo 90
Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida,
de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos;
suas partes e acessórios
Notas.

1.- Este Capítulo não compreende:

a) os artefatos para usos técnicos, de borracha vulcanizada não endurecida (posição 40.16), de couro natural ou reconstituído (posição 42.05), ou de matérias têxteis (posição 59.11);
b) as cintas e fundas de matérias têxteis, cujo efeito pretendido sobre o órgão a sustentar ou manter deriva unicamente da elasticidade (por exemplo, cintas de gravidez, fundas torácicas, fundas abdominais, fundas para articulações ou para os músculos) (Seção XI);
c) os produtos refratários da posição 69.03; os artefatos para usos químicos e outros usos técnicos, da posição 69.09;
d) os espelhos de vidro, não trabalhados opticamente, da posição 70.09, e os espelhos de metais comuns ou de metais preciosos, que não tenham as características de elementos de óptica (posição 83.06 ou Capítulo 71);
e) os artigos de vidro das posições 70.07, 70.08, 70.11, 70.14, 70.15 ou 70.17;
f) as partes e acessórios de uso geral, na acepção da Nota 2 da Seção XV, de metais comuns (Seção XV), e os artefatos semelhantes de plásticos (Capítulo 39);
g) as bombas distribuidoras com dispositivo medidor, da posição 84.13; as básculas e balanças de verificação e contagem de peças usinadas, bem como os pesos para balanças apresentados isoladamente (posição 84.23); os aparelhos de elevação e de movimentação (posições 84.25 a 84.28); as cortadeiras de todos os tipos para o trabalho do papel ou do cartão (posição 84.41); os dispositivos especiais para ajustar a peça a trabalhar ou as ferramentas, nas máquinas-ferramentas, mesmo munidos de dispositivos ópticos de leitura (divisores ópticos, por exemplo), da posição 84.66 (exceto os dispositivos puramente ópticos: lunetas de centragem, de alinhamento, por exemplo); as máquinas de calcular (posição 84.70); as torneiras, válvulas e dispositivos semelhantes (posição 84.81); máquinas e aparelhos da posição 84.86, incluídos os aparelhos para projeção ou execução de traçados de circuitos em superfícies sensibilizadas de materiais semicondutores;
h) os faróis de iluminação dos tipos utilizados em ciclos ou automóveis (posição 85.12); as lanternas elétricas portáteis da posição 85.13; os aparelhos cinematográficos para gravação ou reprodução de som, bem como os aparelhos para reprodução em série de suportes de som (posição 85.19); os fonocaptores (posição 85.22); as câmeras de televisão, as câmeras fotográficas digitais e as câmeras de vídeo (posição 85.25); os aparelhos de radiodetecção e de radiossondagem, os aparelhos de radionavegação e os aparelhos de radiotelecomando (posição 85.26); os conectores para fibras ópticas, feixes ou cabos de fibras ópticas (posição 85.36); os aparelhos de comando numérico da posição 85.37; os artigos denominados "faróis e projetores, em unidades seladas" da posição 85.39; os cabos de fibras ópticas da posição 85.44;
ij) os projetores da posição 94.05;
k) os artigos do Capítulo 95;
l) as medidas de capacidade, que se classificam como obra da matéria constitutiva;
m) as bobinas e suportes semelhantes (classificação consoante a matéria constitutiva: por exemplo, posição 39.23, Seção XV).
 
2.- Ressalvadas as disposições da Nota 1 acima, as partes e acessórios para máquinas, aparelhos, instrumentos ou outros artefatos do presente Capítulo, classificam-se de acordo com as seguintes regras:
a) as partes e acessórios que consistam em artefatos compreendidos em qualquer das posições do presente Capítulo ou dos Capítulos 84, 85 ou 91 (exceto os artefatos das posições 84.87, 85.48 ou 90.33) classificam-se nas respectivas posições, quaisquer que sejam as máquinas, aparelhos ou instrumentos a que se destinem;
b) quando se possam identificar como exclusiva ou principalmente destinadas a uma máquina, instrumento ou aparelho determinados, ou a várias máquinas, instrumentos ou aparelhos, compreendidos numa mesma posição (mesmo nas posições 90.10, 90.13 ou 90.31), as partes e acessórios que não sejam os considerados na alínea a) anterior, classificam-se na posição correspondente a essa ou a essas máquinas, instrumentos ou aparelhos;
c) as outras partes e acessórios classificam-se na posição 90.33.
 
3.- As disposições das Notas 3 e 4 da Seção XVI aplicam-se também ao presente Capítulo.
 
4.- A posição 90.05 não compreende as miras telescópicas para armas, os periscópios para submarinos ou carros de combate, nem as lunetas para máquinas, aparelhos ou instrumentos deste Capítulo ou da Seção XVI (posição 90.13).
 
5.- As máquinas, aparelhos ou instrumentos ópticos de medida ou controle, suscetíveis de se classificarem simultaneamente nas posições 90.13 e 90.31, são classificados nesta última posição.
 
6.- Na acepção da posição 90.21, consideram-se artigos e aparelhos ortopédicos os artigos e aparelhos utilizados:

 - seja para prevenir ou corrigir certas deformidades corporais;
 
 - seja para suster ou manter partes do corpo após uma doença, operação ou lesão.
 
Os artigos e aparelhos ortopédicos compreendem os calçados ortopédicos assim como as solas interiores (palmilhas) especiais, concebidos para corrigir as deformidades ortopédicas do pé, contanto que sejam: 1°) fabricados sob medida ou 2°) fabricados em série, apresentados em unidades e não em pares, e concebidos para adaptar-se indiferentemente a cada pé.
 
7.- A posição 90.32 compreende unicamente:
 
a) os instrumentos e aparelhos para regulação da vazão, do nível, da pressão ou de outras características dos fluidos gasosos ou líquidos, ou para o controle automático de temperaturas, mesmo que o seu modo de operar dependa de um fenômeno elétrico variável com o fator a regular, e que têm por função levar este fator a um valor prescrito e mantê-lo estabilizado neste valor, sem ser influenciado por eventuais perturbações, mediante uma medida contínua ou periódica do seu valor real;
b) os reguladores automáticos de grandezas elétricas, bem como os reguladores automáticos de outras grandezas, cujo modo de operar dependa de um fenômeno elétrico variável com o fator a regular, e que têm por função levar este fator a um valor prescrito e mantê-lo estabilizado neste valor, sem ser influenciado por eventuais perturbações, mediante uma medida contínua ou periódica do seu valor real.
 
Nota complementar.
 
1.- As disposições da Nota Complementar 1 da Seção XVI aplicam-se às máquinas, instrumentos e aparelhos deste Capítulo.

Notas Complementares (NC) da TIPI

NC (90-1) Ficam reduzidas a zero as alíquotas do imposto incidentes sobre os produtos  do Capítulo, fabricados em  conformidade com especificações técnicas e normas de homologação aeronáuticas, quando adquiridos por empresas industriais para emprego na fabricação dos produtos da posição 88.02, ou por estabelecimento homologado pelo Comando da Aeronáutica do Ministério da Defesa, especializado em manutenção, revisão e reparo de produtos aeronáuticos, para emprego nos produtos da referida posição.

NC (90-2) Ficam reduzidas a zero as alíquotas do imposto incidentes sobre aparelhos e instrumentos, bem assim os respectivos acessórios, sobressalentes e ferramentas que os acompanhem, destinados à instalação, ampliação ou modernização de unidades industriais que fabriquem, única e exclusivamente, papel-jornal, com projeto aprovado pela Secretaria de Desenvolvimento da Produção do Ministério do Desenvolvimento, Indústria e Comércio Exterior.

NC (90-3) Ficam reduzidas a zero as alíquotas do imposto incidente sobre as saídas de medidores de vazão e condutivímetros, bem assim de aparelhos para o controle, registro e gravação dos quantitativos medidos, que atendam às especificações fixadas pela Secretaria da Receita Federal, quando adquiridos por estabelecimentos industriais fabricantes dos produtos classificados nas posições 22.02 e 22.03.

NC (90-4) Ficam reduzidas a zero as alíquotas do imposto incidente sobre as saídas de contadores automáticos da quantidade produzida, que atendam às especificações fixadas pela Secretaria da Receita Federal, quando adquiridos por estabelecimentos industriais fabricantes dos produtos classificados no código 2402.20.00.


NCM|DESCRIÇÃO|ALÍQUOTA  (%)
9013.10|-Miras telescópicas para armas; periscópios; lunetas para máquinas, aparelhos ou instrumentos do presente Capítulo ou da Seção XVI|
9013.10.10|Miras telescópicas para armas|15
9013.10.90|Outros|15
9013.20.00|-"Lasers", exceto diodos "laser"|15
9013.80|-Outros dispositivos, aparelhos e instrumentos|
9013.80.10|Dispositivos de cristais líquidos (LCD)|5
9013.80.90|Outros|15
|Ex 01 - Conta-fios|5
9013.90.00|-Partes e acessórios|15
||
90.14|Bússolas, incluídas as agulhas de marear; outros instrumentos e aparelhos de navegação.|
9014.10.00|-Bússolas, incluídas as agulhas de marear|5
9014.20|-Instrumentos e aparelhos para navegação aérea ou espacial (exceto bússolas)|
9014.20.10|Altímetros|5
9014.20.20|Pilotos automáticos|5
9014.20.30|Inclinômetros|5
9014.20.90|Outros|5
9014.80|-Outros aparelhos e instrumentos|
9014.80.10|Sondas acústicas (ecobatímetros) ou de ultra-sons (sonar e semelhantes)|5
9014.80.90|Outros|5
9014.90.00|-Partes e acessórios|5
||
90.15|Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas; telêmetros.|
9015.10.00|-Telêmetros|5
9015.20|-Teodolitos e taqueômetros|
9015.20.10|Com sistema de leitura por meio de prisma ou micrômetro óptico e precisão de leitura de 1 segundo|5
9015.20.90|Outros|5
9015.30.00|-Níveis|5
9015.40.00|-Instrumentos e aparelhos de fotogrametria|5
9015.80|-Outros instrumentos e aparelhos|
9015.80.10|Molinetes hidrométricos|5
9015.80.90|Outros|5
9015.90|-Partes e acessórios|
9015.90.10|De instrumentos ou aparelhos da subposição 9015.40|5
9015.90.90|Outros|5
||
9016.00|Balanças sensíveis a pesos iguais ou inferiores a 5cg, com ou sem pesos.|
9016.00.10|Sensíveis a pesos não superiores a 0,2mg|0
9016.00.90|Outras|0
||
90.17|Instrumentos de desenho, de traçado ou de cálculo (por exemplo, máquinas de desenhar, pantógrafos, transferidores, estojos de desenho, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo, metros, micrômetros, paquímetros e calibres), não especificados nem compreendidos em outras posições do presente Capítulo.|
9017.10|-Mesas e máquinas de desenhar, mesmo automáticas|
9017.10.10|Automáticas|15
9017.10.90|Outras|15
9017.20.00|-Outros instrumentos de desenho, de traçado ou de cálculo|15
9017.30|-Micrômetros, paquímetros, calibres e semelhantes|
9017.30.10|Micrômetros|0
9017.30.20|Paquímetros|0
9017.30.90|Outros|0
9017.80|-Outros instrumentos|
9017.80.10|Metros|15
9017.80.90|Outros|15
9017.90|-Partes e acessórios|
9017.90.10|De mesas ou máquinas de desenhar, automáticas|15
9017.90.90|Outros|15
||
90.18|Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluídos os aparelhos para cintilografia e outros aparelhos eletromédicos, bem como os aparelhos para testes visuais.|
9018.1|-Aparelhos de eletrodiagnóstico (incluídos os aparelhos de exploração funcional e os de verificação de parâmetros fisiológicos):|
9018.11.00|--Eletrocardiógrafos|2
9018.12|--Aparelhos de diagnóstico por varredura ultra-sônica ("scanners")|
9018.12.10|Ecógrafos com análise espectral Doppler|2
9018.12.90|Outros|2
9018.13.00|--Aparelhos de diagnóstico por visualização de ressonância magnética|2
9018.14|--Aparelhos de cintilografia|
9018.14.10|“Scanner” de tomografia por emissão de posítrons (PET – “Positron Emission Tomography”)|2
9018.14.20|Câmaras gama|2
9018.14.90|Outros|2
9018.19|--Outros|
9018.19.10|Endoscópios|2
9018.19.20|Audiômetros|2
9018.19.80|Outros|2
9018.19.90|Partes|2
9018.20|-Aparelhos de raios ultravioleta ou infravermelhos|
9018.20.10|Para cirurgia, que operem por "laser"|8
9018.20.20|Outros, para tratamento bucal, que operem por "laser"|8
9018.20.90|Outros|8
9018.3|-Seringas, agulhas, cateteres, cânulas e instrumentos semelhantes:|
9018.31|--Seringas, mesmo com agulhas|
9018.31.1|De plástico|
9018.31.11|De capacidade inferior ou igual a 2cm3|0
9018.31.19|Outras|0
9018.31.90|Outras|0
9018.32|--Agulhas tubulares de metal e agulhas para suturas|
9018.32.1|Tubulares de metal|
9018.32.11|Gengivais|8
9018.32.12|De aço cromo-níquel, bisel trifacetado e diâmetro exterior superior ou igual a 1,6mm, do tipo das utilizadas com bolsas de sangue|8
9018.32.19|Outras|8
9018.32.20|Para suturas|8
9018.39|--Outros|
9018.39.10|Agulhas|8
9018.39.2|Sondas, cateteres e cânulas|
9018.39.21|De borracha|0
9018.39.22|Cateteres de poli(cloreto de vinila), para embolectomia arterial|0
9018.39.23|Cateteres de poli(cloreto de vinila), para termodiluição|8
9018.39.24|Cateteres intravenosos periféricos, de poliuretano ou de copolímero de etileno-tetrafluoretileno (ETFE)|0
9018.39.29|Outros|0
9018.39.30|Lancetas para vacinação e cautérios|8
9018.39.9|Outros|
9018.39.91|Artigo para fístula arteriovenosa, composto de agulha, base de fixação tipo borboleta, tubo plástico com conector e obturador|0
9018.39.99|Outros|8
|Ex 01 - Para transfusão de sangue ou infusão intravenosa|0
9018.4|-Outros instrumentos e aparelhos para odontologia:|
9018.41.00|--Aparelhos dentários de brocar, mesmo combinados numa base comum com outros equipamentos dentários|8
9018.49|--Outros|
9018.49.1|Brocas|
9018.49.11|De carboneto de tungstênio (volfrâmio) |8
9018.49.12|De aço-vanádio|8
9018.49.19|Outras|8
9018.49.20|Limas|8
9018.49.40|Para tratamento bucal, que operem por projeção cinética de partículas|8
9018.49.9|Outros|
9018.49.91|Para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados|8
9018.49.99|Outros|8
|Ex 01 - Cadeiras de dentista equipadas com aparelhos de odontologia|4
9018.50|-Outros instrumentos e aparelhos para oftalmologia|
9018.50.10|Microscópios binoculares, dos tipos utilizados em cirurgia oftalmológica|8
9018.50.90|Outros|8
9018.90|-Outros instrumentos e aparelhos|
9018.90.10|Para transfusão de sangue ou infusão intravenosa|0
9018.90.2|Bisturis|
9018.90.21|Elétricos|8
9018.90.29|Outros|8
9018.90.3|Litótomos e litotritores|
9018.90.31|Litotritores por onda de choque|8
9018.90.39|Outros|8
9018.90.40|Rins artificiais|0
9018.90.50|Aparelhos de diatermia|8
9018.90.9|Outros|
9018.90.91|Incubadoras para bebês|8
9018.90.92|Aparelhos para medida da pressão arterial|8
9018.90.93|Aparelhos para terapia intra-uretral por microondas (TUMT), próprios para o tratamento de afecções prostáticas, computadorizados|8
9018.90.94|Endoscópios|8
9018.90.95|Grampos e clipes, seus aplicadores e extratores|0
9018.90.96|Desfibriladores externos que operem unicamente em modo automático (“AED – Automatic External Defibrillator”)|8
9018.90.99|Outros|8
|Ex 01 - Conjunto descartável de circulação assistida e conjunto descartável de balão intra-aórtico|0
|Ex 02 - Máquinas cicladoras para diálise peritoneal e seus acessórios|0
|Ex 03 - Equipamento de drenagem, cápsula protetora do adaptador de titânio, equipamentos de transferência ou similar e equipamento cassete cicladora, para diálise peritoneal|0
||
90.19|Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica; aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória.|
9019.10.00|-Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica|8
9019.20|-Aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória|
9019.20.10|De oxigenoterapia|2
9019.20.20|De aerossolterapia|2
9019.20.30|Respiratórios de reanimação|8
9019.20.40|Respiradores automáticos (pulmões de aço)|8
9019.20.90|Outros|8
||
9020.00|Outros aparelhos respiratórios e máscaras contra gases, exceto as máscaras de proteção desprovidas de mecanismo e de elemento filtrante amovível.|
9020.00.10|Máscaras contra gases|0
9020.00.90|Outros|8
||
90.21|Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fraturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos para compensar deficiências ou enfermidades, que se destinam a ser transportados à mão ou sobre as pessoas ou a ser implantados no organismo.|
9021.10|-Artigos e aparelhos ortopédicos ou para fraturas|
9021.10.10|Artigos e aparelhos ortopédicos|0
9021.10.20|Artigos e aparelhos para fraturas|0
9021.10.9|Partes e acessórios|
9021.10.91|De artigos e aparelhos de ortopedia, articulados|0
9021.10.99|Outros|0
9021.2|-Artigos e aparelhos de prótese dentária:|
9021.21|--Dentes artificiais|
9021.21.10|De acrílico|0
9021.21.90|Outros|0
9021.29.00|--Outros|0
9021.3|-Outros artigos e aparelhos de prótese:|
9021.31|--Próteses articulares|
9021.31.10|Femurais|0
9021.31.20|Mioelétricas|0
9021.31.90|Outras|0
9021.39|--Outros|
9021.39.1|Válvulas cardíacas|
9021.39.11|Mecânicas|0
9021.39.19|Outras|0
9021.39.20|Lentes intraoculares|0
9021.39.30|Próteses de artérias vasculares revestidas|0
9021.39.40|Próteses mamárias não implantáveis|0
9021.39.80|Outros|0
9021.39.9|Partes e acessórios|
9021.39.91|Partes de próteses modulares que substituem membros superiores ou inferiores|0
9021.39.99|Outros|0
9021.40.00|-Aparelhos para facilitar a audição dos surdos, exceto as partes e acessórios|0
9021.50.00|-Marca-passos (estimuladores) cardíacos, exceto as partes e acessórios|0
9021.90|-Outros|
9021.90.1|Aparelhos que se implantam no organismo para compensar um defeito ou uma incapacidade|
9021.90.11|Cardiodesfibriladores automáticos|0
9021.90.19|Outros|0
9021.90.8|Outros|
9021.90.81|Implantes expansíveis (“Stents”), mesmo montados sobre cateter do tipo balão|0
9021.90.82|Oclusores interauriculares constituídos por uma malha de fios de níquel e titânio preenchida com tecido de poliéster, mesmo apresentados com seu respectivo cateter|0
9021.90.89|Outros|0
9021.90.9|Partes e acessórios|
9021.90.91|De marca-passos (estimuladores) cardíacos|0
9021.90.92|De aparelhos para facilitar a audição dos surdos|0
9021.90.99|Outros|0
||
90.22|Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta ou gama, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluídos os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, poltronas e suportes semelhantes para exame ou tratamento.|
9022.1|-Aparelhos de raios X, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluídos os aparelhos de radiofotografia ou de radioterapia:|
9022.12.00|--Aparelhos de tomografia computadorizada|5
9022.13|--Outros, para odontologia|
9022.13.1|De diagnóstico|
9022.13.11|De tomadas maxilares panorâmicas|5
9022.13.19|Outros|5
9022.13.90|Outros|5
9022.14|--Outros, para usos médicos, cirúrgicos ou veterinários|
9022.14.1|De diagnóstico|
9022.14.11|Para mamografia|5
9022.14.12|Para angiografia|5
9022.14.13|Para densitometria óssea, computadorizados|5
9022.14.19|Outros|5
9022.14.90|Outros|5
9022.19|--Para outros usos|
9022.19.10|Espectrômetros ou espectrógrafos de raios X|5
9022.19.9|Outros|
9022.19.91|Dos tipos utilizados para inspeção de bagagens, com túnel de altura inferior ou igual a 0,4m, largura inferior ou igual a 0,6m e comprimento inferior ou igual a 1,2m|5
9022.19.99|Outros|5
9022.2|-Aparelhos que utilizem radiações alfa, beta ou gama, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluídos os aparelhos de radiofotografia ou de radioterapia:|
9022.21|--Para usos médicos, cirúrgicos, odontológicos ou veterinários|
9022.21.10|Aparelhos de radiocobalto (bombas de cobalto)|0
9022.21.20|Outros, para gamaterapia|0
9022.21.90|Outros|0
9022.29|--Para outros usos|
9022.29.10|Para detecção do nível de enchimento ou tampas faltantes, em latas de bebidas, por meio de raios gama|0
9022.29.90|Outros|0
9022.30.00|-Tubos de raios X|0
9022.90|-Outros, incluídos as partes e acessórios|
9022.90.1|Aparelhos|
9022.90.11|Geradores de tensão|5
9022.90.12|Telas radiológicas|5
9022.90.19|Outros|5
9022.90.80|Outros|5
9022.90.90|Partes e acessórios de aparelhos de raios X|5
||
9023.00.00|Instrumentos, aparelhos e modelos, concebidos para demonstração (por exemplo, no ensino e nas exposições), não suscetíveis de outros usos.|15
|Ex 01 - Lâmina preparada (preparação microscópica)|0
|Ex 02 - Modelos de anatomia para ensino|0
||
90.24|Máquinas e aparelhos para ensaios de dureza, tração, compressão, elasticidade ou de outras propriedades mecânicas de materiais (por exemplo, metais, madeira, têxteis, papel, plásticos).|
9024.10|-Máquinas e aparelhos para ensaios de metais|
9024.10.10|Para ensaios de tração ou compressão|0
9024.10.20|Para ensaios de dureza|0
9024.10.90|Outros|0
9024.80|-Outras máquinas e aparelhos|
9024.80.1|Máquinas e aparelhos para ensaios de têxteis|
9024.80.11|Automáticos, para fios|0
9024.80.19|Outros|0
9024.80.2|Máquinas e aparelhos para ensaios de papel, cartão, linóleo e plástico ou borracha flexíveis|
9024.80.21|Máquinas para ensaios de pneumáticos|0
9024.80.29|Outros|0
9024.80.90|Outros|0
9024.90.00|-Partes e acessórios|5
||
90.25|Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.|
9025.1|-Termômetros e pirômetros, não combinados com outros instrumentos:|
9025.11|--De líquido, de leitura direta|
9025.11.10|Termômetros clínicos|15
9025.11.90|Outros|15
9025.19|--Outros|
9025.19.10|Pirômetros ópticos|15
9025.19.90|Outros|15
9025.80.00|-Outros instrumentos|15
9025.90|-Partes e acessórios|
9025.90.10|De termômetros|15
9025.90.90|Outros|15
||
90.26|Instrumentos e aparelhos para medida ou controle da vazão, do nível, da pressão ou de outras características variáveis dos líquidos ou gases (por exemplo, medidores de vazão, indicadores de nível, manômetros, contadores de calor), exceto os instrumentos e aparelhos das posições 90.14, 90.15, 90.28 ou 90.32.|
9026.10|-Para medida ou controle da vazão ou do nível dos líquidos|
9026.10.1|Para medida ou controle de vazão|
9026.10.11|Medidores-transmissores eletrônicos, que funcionem pelo princípio de indução eletromagnética|15
9026.10.19|Outros|15
9026.10.2|Para medida ou controle do nível|
9026.10.21|De metais, mediante correntes parasitas|0
9026.10.29|Outros|0
9026.20|-Para medida ou controle da pressão|
9026.20.10|Manômetros|0
9026.20.90|Outros|0
9026.80.00|-Outros instrumentos e aparelhos|15
9026.90|-Partes e acessórios|
9026.90.10|De instrumentos e aparelhos para medida ou controle do nível|15
9026.90.20|De manômetros|15
9026.90.90|Outros|15
||
90.27|Instrumentos e aparelhos para análises físicas ou químicas (por exemplo, polarímetros, refratômetros, espectrômetros, analisadores de gases ou de fumaça); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou semelhantes ou para medidas calorimétricas, acústicas ou fotométricas (incluídos os indicadores de tempo de exposição); micrótomos.|
9027.10.00|-Analisadores de gases ou de fumaça|0
9027.20|-Cromatógrafos e aparelhos de eletroforese|
9027.20.1|Cromatógrafos|
9027.20.11|De fase gasosa|0
9027.20.12|De fase líquida|0
9027.20.19|Outros|0
9027.20.2|Aparelhos de eletroforese|
9027.20.21|Seqüenciadores automáticos de ADN mediante eletroforese capilar|0
9027.20.29|Outros|0
9027.30|-Espectrômetros, espectrofotômetros e espectrógrafos que utilizem radiações ópticas (UV, visíveis, IV)|
9027.30.1|Espectrômetros e espectrógrafos|
9027.30.11|De emissão atômica|0
9027.30.19|Outros|0
9027.30.20|Espectrofotômetros|0
9027.50|-Outros aparelhos e instrumentos que utilizem radiações ópticas (UV, visíveis, IV)|
9027.50.10|Colorímetros|0
9027.50.20|Fotômetros|0
9027.50.30|Refratômetros|0
9027.50.40|Sacarímetros|0
9027.50.50|Citômetro de fluxo|0
9027.50.90|Outros|0
9027.80|-Outros instrumentos e aparelhos|
9027.80.1|Calorímetros, viscosímetros, densitômetros e aparelhos medidores de pH|
9027.80.11|Calorímetros|0
9027.80.12|Viscosímetros|0
9027.80.13|Densitômetros|0
9027.80.14|Aparelhos medidores de pH|0
9027.80.20|Espectrômetros de massa|0
9027.80.30|Polarógrafos|0
9027.80.9|Outros|
9027.80.91|Exposímetros|0
9027.80.99|Outros|0
9027.90|-Micrótomos; partes e acessórios|
9027.90.10|Micrótomos|5
9027.90.9|Partes e acessórios|
9027.90.91|De espectrômetros e espectrógrafos, de emissão atômica|5
9027.90.93|De polarógrafos|5
9027.90.99|Outros|5
||
90.28|Contadores de gases, de líquidos ou de eletricidade, incluídos os aparelhos para sua aferição.|
9028.10|-Contadores de gases|
9028.10.1|De gás natural comprimido, eletrônicos|
9028.10.11|Dos tipos utilizados em postos (estações) de serviço ou garagens|5
9028.10.19|Outros|5
9028.10.90|Outros|5
9028.20|-Contadores de líquidos|
9028.20.10|De peso inferior ou igual a 50kg|5
9028.20.20|De peso superior a 50kg|5
9028.30|-Contadores de eletricidade|
9028.30.1|Monofásicos, para corrente alternada|
9028.30.11|Digitais|15
9028.30.19|Outros|5
9028.30.2|Bifásicos|
9028.30.21|Digitais|15
9028.30.29|Outros|5
9028.30.3|Trifásicos|
9028.30.31|Digitais|15
9028.30.39|Outros|5
9028.30.90|Outros|5
9028.90|-Partes e acessórios|
9028.90.10|De contadores de eletricidade|15
9028.90.90|Outros|15
||
90.29|Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros); indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios.|
9029.10|-Contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros e contadores semelhantes|
9029.10.10|Contadores de voltas, contadores de produção ou de horas de trabalho|15
9029.10.90|Outros|15
9029.20|-Indicadores de velocidade e tacômetros; estroboscópios|
9029.20.10|Indicadores de velocidade e tacômetros|15
|Ex 01 - Para veículos com sistema elétrico em 24V|4
9029.20.20|Estroboscópios|15
9029.90|-Partes e acessórios|
9029.90.10|De indicadores de velocidade e tacômetros|15
9029.90.90|Outros|15
||
90.30|Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes.|
9030.10|-Instrumentos e aparelhos para medida ou detecção de radiações ionizantes|
9030.10.10|Medidores de radioatividade|5
9030.10.90|Outros|5
9030.20|-Osciloscópios e oscilógrafos|
9030.20.10|Osciloscópios digitais|5
9030.20.2|Osciloscópios analógicos|
9030.20.21|De freqüência superior ou igual a 60MHz|5
9030.20.22|Vetorscópios|5
9030.20.29|Outros|5
9030.20.30|Oscilógrafos|5
9030.3|-Outros aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência:|
9030.31.00|--Multímetros, sem dispositivo registrador|5
9030.32.00|--Multímetros, com dispositivo registrador|5
9030.33|--Outros, sem dispositivo registrador|
9030.33.1|Voltímetros|
9030.33.11|Digitais|5
9030.33.19|Outros|5
9030.33.2|Amperímetros|
9030.33.21|Do tipo dos utilizados em veículos automóveis|5
9030.33.29|Outros|5
9030.33.90|Outros|5
9030.39|--Outros, com dispositivo registrador|
9030.39.10|De teste de continuidade em circuitos impressos|5
9030.39.90|Outros|5
9030.40|-Outros instrumentos e aparelhos, especialmente concebidos para telecomunicação (por exemplo, diafonômetros, medidores de ganho, distorciômetros, psofômetros)|
9030.40.10|Analisadores de protocolo|5
9030.40.20|Analisadores de nível seletivo|5
9030.40.30|Analisadores digitais de transmissão|5
9030.40.90|Outros|5
9030.8|-Outros instrumentos e aparelhos:|
9030.82|--Para medida ou controle de discos ("wafers") ou de dispositivos semicondutores|
9030.82.10|De testes de circuitos integrados|5
9030.82.90|Outros|5
9030.84|--Outros, com dispositivo registrador|
9030.84.10|De teste automático de circuito impresso montado (ATE)|5
9030.84.20|De medidas de parâmetros característicos de sinais de televisão ou de vídeo|5
9030.84.90|Outros|5
9030.89|--Outros|
9030.89.10|Analisadores lógicos de circuitos digitais|5
9030.89.20|Analisadores de espectro de freqüência|5
9030.89.30|Freqüencímetros|5
9030.89.40|Fasímetros|5
9030.89.90|Outros|5
9030.90|-Partes e acessórios|
9030.90.10|De instrumentos e aparelhos da subposição 9030.10|5
9030.90.90|Outros|5
||
90.31|Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos em outras posições do presente Capítulo; projetores de perfis.|

9031.10.00|-Máquinas de equilibrar peças mecânicas|0
9031.20|-Bancos de ensaio|
9031.20.10|Para motores|0
9031.20.90|Outros|0
